1,Dyne,Jungle Book,100
1,Dyne,Jungle Book,100
2,Lilly,Species,900
1,Dyne,Jungle Book,100
2,Lilly,Species,900
10,a,b,110
100,a,b,110
1000,a,b,110
1001,a,b,110
1002,a,b,110
1003,a,b,110
1004,a,b,110
1005,a,b,110
1006,a,b,110
1007,a,b,110
1008,a,b,110
1009,a,b,110
1010,a,b,110
1011,a,b,110
1012,a,b,110
1013,a,b,110
1014,a,b,110
1015,a,b,110
1016,a,b,110
1017,a,b,110
1018,a,b,110
1019,a,b,110
1020,a,b,110
1021,a,b,110
1022,a,b,110
1023,a,b,110
1024,a,b,110
1025,a,b,110
1026,a,b,110
1027,a,b,110
1028,a,b,110
1029,a,b,110
1030,a,b,110
1031,a,b,110
1032,a,b,110
1033,a,b,110
1034,a,b,110
1035,a,b,110
1036,a,b,110
1037,a,b,110
1038,a,b,110
1039,a,b,110
1040,a,b,110
1041,a,b,110
1042,a,b,110
1043,a,b,110
1044,a,b,110
1045,a,b,110
1046,a,b,110
1047,a,b,110
1048,a,b,110
1049,a,b,110
1050,a,b,110
1051,a,b,110
1052,a,b,110
1053,a,b,110
1054,a,b,110
1055,a,b,110
1056,a,b,110
1057,a,b,110
1058,a,b,110
1059,a,b,110
1060,a,b,110
1061,a,b,110
1062,a,b,110
1063,a,b,110
1064,a,b,110
1065,a,b,110
1066,a,b,110
1067,a,b,110
1068,a,b,110
1069,a,b,110
1070,a,b,110
1071,a,b,110
1072,a,b,110
1073,a,b,110
1074,a,b,110
1075,a,b,110
1076,a,b,110
1077,a,b,110
1078,a,b,110
1079,a,b,110
1080,a,b,110
1081,a,b,110
1082,a,b,110
1083,a,b,110
1084,a,b,110
1085,a,b,110
1086,a,b,110
1087,a,b,110
1088,a,b,110
1089,a,b,110
1090,a,b,110
1091,a,b,110
1092,a,b,110
1093,a,b,110
1094,a,b,110
1095,a,b,110
1096,a,b,110
1097,a,b,110
1098,a,b,110
1099,a,b,110
1100,a,b,110
1101,a,b,110
1102,a,b,110
1103,a,b,110
1104,a,b,110
1105,a,b,110
1106,a,b,110
1107,a,b,110
1108,a,b,110
1109,a,b,110
1110,a,b,110
1111,a,b,110
1112,a,b,110
1113,a,b,110
1114,a,b,110
1115,a,b,110
1116,a,b,110
1117,a,b,110
1118,a,b,110
1119,a,b,110
1120,a,b,110
1121,a,b,110
1122,a,b,110
1123,a,b,110
1124,a,b,110
1125,a,b,110
1126,a,b,110
1127,a,b,110
1128,a,b,110
